,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_response_rate,host_acceptance_rate
8446,4.8,5.0,4.8,5.0,5.0,4.6,4.8,,
8447,,,,,,,,99.0,92.0
8448,,,,,,,,99.0,92.0
8449,0.0,,,,,,,,
8450,,,,,,,,,
8451,0.0,,,,,,,,
8452,4.93,4.97,4.93,4.92,4.96,4.99,4.87,100.0,80.0
8453,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8454,4.5,5.0,5.0,5.0,4.5,5.0,4.5,,
8455,4.99,4.99,4.93,5.0,4.97,5.0,4.89,100.0,50.0
8456,4.83,4.83,4.33,4.83,5.0,4.83,4.83,,
8457,4.89,4.89,4.96,4.98,5.0,4.63,4.87,100.0,85.0
8458,5.0,5.0,5.0,5.0,5.0,5.0,4.92,100.0,100.0
8459,4.64,4.81,4.87,4.83,4.62,4.51,4.67,100.0,70.0
8460,4.75,5.0,4.75,5.0,4.75,4.75,4.75,94.0,50.0
8461,4.33,4.67,4.33,5.0,5.0,4.67,4.67,,
8462,4.5,5.0,5.0,4.5,5.0,5.0,3.5,86.0,62.0
8463,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8464,4.5,4.6,4.7,4.56,4.7,4.5,4.1,86.0,62.0
8465,4.8,5.0,5.0,5.0,5.0,4.8,4.8,86.0,62.0
8466,4.5,5.0,5.0,5.0,5.0,5.0,4.5,90.0,44.0
8467,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,
8468,,,,,,,,,
8469,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,
8470,4.83,4.33,4.5,4.5,4.83,5.0,4.67,,
8471,4.65,4.88,4.46,4.92,4.88,4.77,4.81,,
8472,4.83,4.83,4.83,5.0,4.5,5.0,4.67,86.0,62.0
8473,4.9,5.0,4.8,5.0,4.9,5.0,4.8,100.0,90.0
8474,4.8,5.0,4.6,4.8,5.0,5.0,4.8,100.0,90.0
8475,5.0,5.0,5.0,5.0,5.0,5.0,4.86,,100.0
8476,5.0,5.0,5.0,5.0,5.0,4.86,5.0,,
8477,,,,,,,,,
8478,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8479,4.84,4.96,4.6,5.0,5.0,4.88,4.96,100.0,55.0
8480,4.41,4.46,4.21,4.54,4.68,4.97,4.43,100.0,100.0
8481,4.76,4.73,4.76,4.78,4.87,4.53,4.67,90.0,100.0
8482,4.81,4.89,4.96,4.89,4.96,4.58,4.69,100.0,100.0
8483,,,,,,,,,
8484,4.93,4.9,4.94,4.96,4.99,4.75,4.88,100.0,80.0
8485,,,,,,,,,
8486,4.83,4.83,4.33,5.0,5.0,5.0,4.83,,
8487,4.83,5.0,5.0,5.0,4.67,5.0,5.0,100.0,100.0
8488,,,,,,,,,
8489,4.73,4.86,4.84,4.71,4.86,4.58,4.55,100.0,100.0
8490,5.0,5.0,4.86,5.0,5.0,4.43,5.0,86.0,57.0
8491,5.0,5.0,5.0,5.0,5.0,4.83,4.67,,
8492,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0
8493,,,,,,,,,
8494,4.33,4.33,4.33,4.67,4.67,4.0,4.33,,
8495,4.67,4.67,4.67,5.0,5.0,4.33,4.67,,
8496,,,,,,,,99.0,92.0
8497,4.5,5.0,4.5,5.0,5.0,5.0,4.5,,
8498,5.0,5.0,5.0,5.0,5.0,5.0,5.0,99.0,92.0
8499,,,,,,,,,
8500,4.91,4.91,4.96,5.0,5.0,4.96,4.91,100.0,71.0
8501,5.0,5.0,4.5,5.0,5.0,5.0,5.0,,
8502,5.0,5.0,4.0,5.0,5.0,5.0,5.0,99.0,92.0
8503,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,
8504,4.2,4.2,3.8,4.8,4.8,4.8,4.4,,
8505,4.23,4.31,3.77,4.38,4.46,4.92,3.85,99.0,86.0
8506,4.35,4.65,4.24,4.94,5.0,4.65,4.44,100.0,88.0
8507,,,,,,,,,
8508,,,,,,,,,
8509,4.63,4.69,4.44,4.94,5.0,4.63,4.6,,
8510,0.0,,,,,,,,
8511,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,95.0
8512,4.81,4.9,4.87,4.98,4.98,4.73,4.8,100.0,87.0
8513,5.0,5.0,5.0,5.0,4.91,5.0,5.0,86.0,62.0
8514,,,,,,,,,
8515,,,,,,,,,
8516,4.79,5.0,4.29,5.0,5.0,5.0,4.43,97.0,87.0
8517,5.0,5.0,4.92,4.92,5.0,4.92,5.0,,
8518,5.0,5.0,5.0,5.0,5.0,4.83,4.5,,
8519,4.82,4.87,4.58,4.95,4.96,4.73,4.82,63.0,71.0
8520,,,,,,,,,
8521,3.25,4.25,3.0,4.5,4.5,4.25,3.5,,
8522,4.67,5.0,4.73,4.55,4.73,4.91,4.55,,
8523,4.38,4.38,3.38,4.88,4.88,4.63,4.25,,
8524,4.81,4.9,4.64,4.98,4.97,4.86,4.62,,
8525,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,83.0
8526,4.0,4.83,4.0,4.67,4.67,5.0,4.5,,
8527,4.8,5.0,4.8,5.0,5.0,5.0,4.8,,
8528,4.0,3.0,4.0,5.0,5.0,5.0,5.0,,
8529,5.0,5.0,3.5,5.0,4.5,5.0,4.5,,
8530,0.0,,,,,,,,
8531,4.9,4.97,4.81,5.0,5.0,4.9,4.83,0.0,0.0
8532,4.75,4.88,4.71,4.91,4.88,4.59,4.8,92.0,100.0
8533,,,,,,,,,
8534,3.67,3.67,3.67,4.33,3.67,4.0,3.67,,
8535,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,
8536,4.83,4.89,4.64,5.0,4.96,4.96,4.83,100.0,44.0
8537,4.91,4.82,4.82,4.73,4.82,4.91,5.0,,
8538,4.86,4.95,4.82,4.97,4.99,4.97,4.82,,
8539,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8540,4.0,4.0,2.5,4.0,5.0,5.0,4.0,,
8541,4.43,4.55,4.53,4.74,4.79,4.86,4.45,99.0,100.0
8542,3.0,2.0,3.0,5.0,5.0,5.0,2.0,89.0,54.0
8543,5.0,5.0,5.0,5.0,5.0,4.8,4.9,,
8544,,,,,,,,,
8545,4.83,5.0,4.75,4.83,4.83,4.83,4.75,100.0,67.0
8546,4.73,4.73,4.69,5.0,5.0,4.96,4.68,,
8547,,,,,,,,,
8548,,,,,,,,,
8549,4.87,4.93,4.78,4.89,4.95,4.93,4.76,100.0,100.0
8550,4.83,4.83,5.0,5.0,5.0,4.92,4.58,100.0,100.0
8551,3.4,4.2,1.8,5.0,5.0,4.8,3.4,,
8552,,,,,,,,,
8553,,,,,,,,,
8554,4.5,4.0,4.5,5.0,5.0,4.0,4.0,,
8555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
8556,3.89,4.22,3.78,4.63,4.89,4.0,3.75,0.0,
8557,4.75,4.8,4.83,4.85,4.82,4.85,4.69,100.0,97.0
8558,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8559,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,
8560,4.74,4.88,4.89,4.98,4.98,4.4,4.75,100.0,100.0
8561,5.0,3.0,3.0,4.0,4.0,4.0,3.0,100.0,44.0
8562,,,,,,,,100.0,44.0
8563,4.6,4.25,4.75,4.95,4.9,4.75,4.35,100.0,90.0
8564,,,,,,,,,
8565,4.0,3.5,3.0,5.0,3.5,4.0,3.5,,
8566,4.91,4.86,4.81,4.98,4.98,4.74,4.88,,
8567,4.81,4.93,4.86,5.0,4.95,4.57,4.83,,
8568,4.5,4.5,4.0,5.0,5.0,5.0,5.0,,
8569,,,,,,,,,
8570,,,,,,,,,
8571,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0
8572,,,,,,,,,
8573,,,,,,,,,
8574,,,,,,,,,
8575,4.63,4.63,4.37,4.95,4.95,4.74,4.58,100.0,100.0
8576,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0.0
8577,3.5,4.5,3.5,4.0,4.5,5.0,4.0,,
8578,4.5,4.36,4.29,4.79,5.0,5.0,4.64,99.0,86.0
8579,0.0,,,,,,,,
8580,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,
8581,4.0,3.67,3.0,5.0,5.0,5.0,4.0,,
8582,4.78,4.97,4.91,4.98,4.97,4.33,4.74,100.0,67.0
8583,,,,,,,,,
8584,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8585,4.88,4.88,4.88,4.92,4.96,4.83,4.63,0.0,0.0
8586,4.97,4.97,4.94,4.88,4.98,4.86,4.81,90.0,56.0
8587,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8588,4.64,4.7,4.66,4.65,4.79,4.74,4.37,100.0,90.0
8589,4.36,4.79,4.07,4.85,4.71,4.69,4.15,99.0,86.0
8590,4.8,4.8,4.2,5.0,5.0,4.8,4.6,,67.0
8591,,,,,,,,,
8592,4.67,5.0,5.0,5.0,4.67,4.67,4.67,,
8593,4.95,4.97,4.92,4.99,4.99,4.79,4.89,100.0,90.0
8594,,,,,,,,,
8595,4.67,5.0,4.67,5.0,5.0,4.67,4.67,,
8596,4.0,4.67,3.33,4.67,4.67,3.67,4.0,,
8597,3.0,3.5,2.5,3.5,3.5,4.5,3.5,,
8598,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,100.0
8599,4.91,4.91,4.91,4.91,4.82,4.64,4.95,100.0,63.0
8600,4.65,4.65,4.78,4.83,4.82,4.94,4.64,,
8601,4.68,4.97,4.32,4.91,4.86,4.88,4.68,,
8602,4.54,4.68,4.72,4.86,4.85,4.94,4.49,78.0,66.0
8603,,,,,,,,,
8604,4.8,4.88,4.88,4.94,4.91,4.81,4.76,100.0,100.0
8605,4.33,3.67,2.67,4.67,4.67,4.67,4.0,,
8606,4.9,4.93,4.93,4.96,4.96,4.95,4.84,100.0,100.0
8607,,,,,,,,,
8608,4.75,5.0,4.25,5.0,5.0,5.0,4.75,,
8609,,,,,,,,,
8610,5.0,4.91,5.0,5.0,5.0,5.0,5.0,,
8611,4.75,4.8,4.62,4.94,5.0,4.74,4.74,100.0,67.0
8612,4.67,4.73,4.49,4.74,4.81,4.96,4.61,90.0,19.0
8613,4.56,4.6,4.68,4.88,4.77,4.4,4.49,100.0,67.0
8614,,,,,,,,60.0,47.0
8615,4.76,4.94,4.82,4.94,4.94,4.76,4.59,,
8616,4.88,4.97,4.94,5.0,4.97,4.88,4.85,,
8617,,,,,,,,,
8618,4.69,4.85,4.55,5.0,4.91,4.7,4.8,,
8619,5.0,5.0,4.75,5.0,5.0,4.75,4.75,,
8620,,,,,,,,,
8621,4.5,4.75,5.0,4.88,5.0,4.88,4.5,,
8622,,,,,,,,,
8623,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,
8624,4.37,4.58,4.52,4.56,4.61,4.83,4.25,100.0,
8625,5.0,5.0,4.67,5.0,5.0,5.0,4.67,,
8626,,,,,,,,,
8627,2.5,2.5,3.0,3.5,3.0,3.0,4.0,,
8628,4.9,4.9,4.91,4.95,4.97,4.97,4.8,100.0,98.0
8629,,,,,,,,,
8630,4.34,4.63,4.63,4.72,4.55,4.18,4.52,100.0,69.0
8631,4.86,4.88,4.91,4.91,4.93,4.78,4.84,100.0,100.0
8632,4.78,4.95,4.7,4.95,4.97,4.86,4.73,,
8633,4.7,4.72,4.73,4.86,4.7,4.7,4.73,100.0,100.0
8634,4.55,4.64,4.65,4.87,4.84,4.43,4.58,100.0,67.0
8635,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,
8636,4.86,4.86,4.43,4.9,4.95,4.86,4.71,100.0,100.0
8637,4.56,5.0,4.56,4.5,4.78,5.0,4.38,,
8638,4.46,4.73,4.43,4.86,4.92,4.22,4.39,100.0,100.0
8639,4.43,4.57,4.53,4.79,4.48,4.91,4.38,100.0,88.0
8640,,,,,,,,,
8641,4.33,5.0,3.0,5.0,5.0,4.67,5.0,,
8642,4.14,4.71,4.14,4.57,4.71,4.71,4.43,,
8643,0.0,,,,,,,,
8644,3.0,3.0,2.0,5.0,1.0,5.0,2.0,,
8645,4.28,4.78,4.5,4.67,4.78,4.78,4.33,,
8646,4.73,4.73,4.75,4.94,4.45,4.67,4.82,50.0,46.0
8647,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8648,,,,,,,,97.0,55.0
8649,4.68,4.77,4.73,4.86,4.81,4.78,4.72,100.0,85.0
8650,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8651,4.29,4.5,4.48,4.63,4.44,4.6,4.32,100.0,100.0
8652,,,,,,,,100.0,0.0
8653,5.0,5.0,4.83,4.8,5.0,5.0,5.0,,
8654,4.94,4.94,4.89,4.89,5.0,5.0,4.94,100.0,37.0
8655,4.75,5.0,4.75,5.0,5.0,4.5,4.75,,
8656,4.67,4.78,4.72,5.0,5.0,5.0,4.61,100.0,69.0
8657,4.62,4.69,4.46,4.77,4.38,4.85,4.46,86.0,62.0
8658,4.81,4.92,4.96,5.0,5.0,4.73,4.88,100.0,
8659,,,,,,,,,
8660,4.8,4.86,4.91,5.0,4.99,4.66,4.74,50.0,0.0
8661,,,,,,,,,
8662,,,,,,,,,
8663,,,,,,,,,
8664,4.78,4.84,4.8,4.92,4.92,4.52,4.79,100.0,94.0
8665,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,
8666,4.92,4.96,4.96,4.93,4.98,4.77,4.89,100.0,100.0
8667,4.8,4.2,4.6,5.0,5.0,4.8,4.8,60.0,50.0
8668,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8669,4.6,4.84,4.63,4.84,4.84,4.68,4.7,,100.0
8670,4.81,4.78,4.81,4.78,4.78,4.81,4.63,100.0,97.0
8671,4.76,4.89,4.91,4.81,4.82,4.8,4.75,100.0,93.0
8672,4.95,4.94,4.97,4.99,4.98,4.9,4.91,,67.0
8673,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,
8674,,,,,,,,,
8675,4.0,4.0,1.0,4.0,5.0,4.0,3.0,,
8676,4.75,5.0,5.0,5.0,5.0,5.0,4.75,,
8677,5.0,5.0,4.67,5.0,5.0,4.67,5.0,,
8678,,,,,,,,0.0,0.0
8679,4.83,5.0,5.0,4.17,4.83,4.5,4.67,86.0,62.0
8680,,,,,,,,,
8681,4.75,5.0,5.0,5.0,5.0,4.75,4.5,,
8682,,,,,,,,,
8683,4.71,4.71,4.65,4.88,4.88,4.47,4.65,,
8684,,,,,,,,,
8685,,,,,,,,,
8686,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8687,4.6,5.0,5.0,5.0,5.0,4.4,4.8,,
8688,4.68,4.85,4.83,4.91,4.75,4.66,4.84,,
8689,,,,,,,,,
8690,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,
8691,,,,,,,,,
8692,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
8693,4.5,5.0,5.0,5.0,5.0,4.0,5.0,,
8694,5.0,5.0,4.67,5.0,5.0,4.67,4.33,,
8695,5.0,5.0,4.83,5.0,4.83,4.67,4.67,86.0,62.0
8696,4.65,4.83,4.58,4.94,4.94,4.63,4.69,92.0,100.0
8697,4.84,4.88,4.82,4.88,4.88,4.73,4.79,100.0,88.0
8698,4.78,4.84,4.72,4.65,4.79,4.72,4.74,90.0,95.0
8699,4.38,4.59,4.4,4.62,4.54,4.1,4.51,100.0,98.0
8700,4.88,4.9,4.51,4.99,4.99,4.93,4.79,100.0,96.0
8701,,,,,,,,,
8702,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8703,4.91,4.95,4.94,4.94,4.95,4.89,4.92,100.0,99.0
8704,4.67,5.0,4.33,4.33,5.0,4.67,4.67,,
8705,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8706,5.0,5.0,4.94,4.94,5.0,5.0,4.94,,
8707,4.0,0.0,0.0,0.0,5.0,5.0,5.0,,
8708,0.0,,,,,,,,
8709,5.0,5.0,4.5,5.0,5.0,5.0,4.75,,
8710,4.8,5.0,4.6,4.8,4.8,5.0,4.4,,
8711,,,,,,,,,
8712,,,,,,,,,
8713,4.81,5.0,5.0,4.88,5.0,4.81,4.69,100.0,100.0
8714,4.8,4.85,4.75,4.87,4.81,4.94,4.68,40.0,31.0
8715,4.85,4.86,4.92,4.92,4.88,4.65,4.81,,
8716,,,,,,,,,
8717,4.69,4.66,4.63,4.72,4.59,4.47,4.69,100.0,100.0
8718,,,,,,,,,
8719,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8720,4.86,4.92,4.8,4.94,4.98,4.94,4.76,100.0,100.0
8721,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8722,4.73,4.76,4.69,4.89,4.95,4.68,4.61,92.0,96.0
8723,5.0,5.0,4.75,5.0,5.0,5.0,5.0,100.0,50.0
8724,,,,,,,,,
8725,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
8726,4.8,4.88,4.77,4.97,4.97,4.82,4.81,100.0,97.0
8727,4.0,4.0,4.0,5.0,5.0,4.5,5.0,,
8728,4.92,4.82,4.83,4.92,5.0,4.92,4.64,100.0,100.0
8729,4.93,4.98,4.95,5.0,4.98,4.98,4.89,100.0,100.0
8730,4.49,4.57,4.38,4.83,4.87,4.8,4.4,100.0,
8731,5.0,4.67,5.0,5.0,5.0,5.0,4.67,,
8732,,,,,,,,,
8733,,,,,,,,,
8734,,,,,,,,,
8735,4.33,4.33,5.0,5.0,5.0,5.0,4.33,,
8736,5.0,5.0,5.0,5.0,4.5,4.5,5.0,56.0,80.0
8737,4.89,5.0,4.89,5.0,5.0,5.0,4.78,97.0,87.0
8738,4.85,4.93,4.89,4.97,4.95,4.86,4.83,100.0,76.0
8739,,,,,,,,,
8740,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8741,4.67,4.33,3.67,4.67,4.67,4.67,4.67,,
8742,5.0,5.0,4.0,4.63,4.88,4.75,4.88,,
8743,,,,,,,,,
8744,4.48,4.6,4.15,4.81,4.69,4.64,4.6,90.0,98.0
8745,5.0,4.75,4.5,5.0,5.0,4.0,4.75,,
8746,,,,,,,,33.0,
8747,4.79,4.8,4.8,4.93,4.87,4.88,4.78,0.0,
8748,4.91,4.86,4.98,4.95,4.82,4.99,4.76,92.0,93.0
8749,4.87,4.9,4.84,4.92,4.82,4.9,4.77,100.0,97.0
8750,,,,,,,,,
8751,,,,,,,,,
8752,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8753,4.87,4.91,4.86,4.86,4.9,4.96,4.8,100.0,96.0
8754,4.73,5.0,4.36,5.0,5.0,4.73,4.73,,
8755,4.39,4.46,4.3,4.7,4.59,4.44,4.6,100.0,97.0
8756,,,,,,,,,
8757,4.94,4.96,4.95,4.93,4.94,4.95,4.83,,
8758,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8759,4.92,4.94,4.93,4.91,4.92,4.67,4.9,,
8760,4.78,4.83,4.81,4.92,4.94,4.86,4.81,90.0,48.0
8761,4.84,4.91,4.81,4.98,5.0,4.94,4.77,,50.0
8762,4.0,4.25,3.5,4.25,4.75,4.75,4.0,,
8763,4.9,4.94,4.96,4.91,4.91,4.8,4.84,,97.0
8764,4.45,4.69,4.0,4.86,4.79,4.62,4.55,100.0,91.0
8765,4.4,4.8,4.2,5.0,4.8,5.0,4.4,75.0,88.0
8766,4.4,4.8,4.4,4.8,3.6,5.0,4.8,75.0,88.0
8767,4.0,4.5,3.5,3.5,4.5,4.0,4.0,,
8768,4.82,4.89,4.94,4.84,4.83,4.64,4.8,,
8769,4.68,4.78,4.74,4.79,4.89,4.0,4.11,97.0,82.0
8770,4.5,4.5,4.5,5.0,4.25,4.75,4.75,100.0,86.0
8771,5.0,4.86,5.0,5.0,5.0,5.0,5.0,,
8772,4.4,4.4,4.5,4.8,5.0,4.7,4.5,0.0,
8773,,,,,,,,,
8774,4.77,4.84,4.6,4.91,4.94,4.77,4.81,100.0,98.0
8775,,,,,,,,,
8776,4.65,4.79,4.58,4.81,4.81,4.71,4.72,90.0,95.0
8777,3.8,3.8,3.2,4.2,4.2,4.6,4.0,,
8778,4.93,4.93,4.91,4.96,4.97,4.93,4.82,90.0,67.0
8779,,,,,,,,,
8780,4.78,4.89,4.67,5.0,5.0,5.0,4.78,,
8781,4.99,5.0,5.0,4.99,5.0,4.71,4.97,100.0,100.0
8782,4.84,4.88,5.0,4.9,4.97,4.93,4.83,,
8783,,,,,,,,,
8784,5.0,5.0,4.0,4.0,4.5,4.5,4.0,,
8785,,,,,,,,,
8786,4.5,4.5,5.0,5.0,5.0,5.0,5.0,,
8787,4.91,5.0,4.64,5.0,5.0,5.0,4.64,90.0,96.0
8788,4.73,4.93,4.73,4.67,4.9,4.4,4.87,,
8789,4.0,4.0,3.5,5.0,5.0,4.0,4.0,,
8790,5.0,5.0,4.67,4.67,5.0,5.0,4.67,,
8791,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8792,3.0,2.0,1.0,1.0,3.0,4.0,3.0,,
8793,4.65,4.67,4.42,4.81,4.91,4.72,4.7,100.0,98.0
8794,4.92,4.92,4.92,5.0,4.92,5.0,4.83,100.0,100.0
8795,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8796,5.0,5.0,4.5,5.0,5.0,4.0,4.5,,25.0
8797,,,,,,,,,
8798,4.4,4.6,4.0,5.0,4.8,4.6,4.4,,
8799,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8800,,,,,,,,,
8801,4.48,4.81,4.41,4.74,4.74,4.33,4.54,,
8802,4.9,4.94,4.84,4.98,5.0,4.79,4.89,75.0,33.0
8803,,,,,,,,,
8804,,,,,,,,,
8805,,,,,,,,,
8806,4.7,4.76,4.7,4.94,4.98,4.56,4.58,100.0,67.0
8807,5.0,5.0,5.0,4.5,4.5,5.0,5.0,,
8808,4.5,4.83,4.33,5.0,5.0,5.0,4.83,,
8809,4.83,5.0,4.67,5.0,4.83,4.17,5.0,100.0,89.0
8810,5.0,5.0,5.0,5.0,5.0,4.0,5.0,86.0,62.0
8811,4.91,5.0,5.0,5.0,5.0,4.91,4.64,,0.0
8812,4.73,4.8,4.67,4.83,4.77,4.77,4.87,100.0,77.0
8813,,,,,,,,,
8814,4.67,4.67,4.33,5.0,4.33,5.0,4.67,,
8815,4.5,4.5,5.0,5.0,4.5,5.0,4.5,,
8816,4.8,5.0,4.4,5.0,5.0,4.6,5.0,,
8817,4.22,4.67,4.44,4.33,3.89,4.67,4.11,86.0,62.0
8818,4.55,4.63,4.71,4.75,4.49,4.48,4.63,100.0,69.0
8819,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8820,4.49,4.66,4.64,4.76,4.63,4.54,4.61,100.0,69.0
8821,5.0,5.0,5.0,5.0,5.0,4.75,5.0,,
8822,4.44,4.67,4.18,4.87,4.82,4.71,4.53,100.0,100.0
8823,4.3,4.64,4.15,4.84,4.76,4.56,4.19,100.0,100.0
8824,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8825,4.55,4.71,4.38,4.77,4.71,4.77,4.68,100.0,59.0
8826,4.23,4.54,3.85,4.92,4.54,4.77,4.54,97.0,87.0
8827,4.75,5.0,4.83,4.83,5.0,4.92,4.67,,
8828,,,,,,,,,
8829,,,,,,,,,
8830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8831,5.0,5.0,5.0,4.89,5.0,5.0,4.88,,
8832,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,
8833,,,,,,,,,
8834,,,,,,,,,
8835,,,,,,,,,
8836,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8837,4.9,4.9,4.4,4.6,4.6,4.9,4.7,,100.0
8838,0.0,,,,,,,,
8839,4.67,4.33,4.33,4.67,5.0,5.0,4.67,,
8840,4.46,4.76,4.44,4.68,4.65,4.78,4.62,100.0,100.0
8841,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8842,,,,,,,,,
8843,4.22,4.44,2.89,4.78,4.89,5.0,4.63,,
8844,4.96,5.0,4.96,5.0,5.0,5.0,4.87,,
8845,4.4,4.7,4.13,4.81,4.77,4.46,4.59,100.0,59.0
8846,4.48,4.75,4.15,4.86,4.68,4.61,4.63,100.0,59.0
8847,4.88,4.96,4.69,4.92,4.88,4.96,4.81,100.0,59.0
8848,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,
8849,,,,,,,,,
8850,,,,,,,,,
8851,4.78,4.89,4.9,4.92,4.82,4.7,4.85,80.0,78.0
8852,4.0,4.0,2.0,5.0,5.0,4.0,5.0,,
8853,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,
8854,4.38,4.75,3.38,4.5,4.88,4.38,4.38,,
8855,4.94,4.94,4.94,4.94,4.94,4.79,4.85,100.0,100.0
8856,,,,,,,,,
8857,4.86,4.89,4.89,4.94,4.94,4.54,4.87,,100.0
8858,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,
8859,,,,,,,,,
8860,,,,,,,,,
8861,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,
8862,,,,,,,,,
8863,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,
8864,4.83,4.83,5.0,5.0,5.0,4.8,4.4,100.0,96.0
8865,,,,,,,,,
8866,4.8,5.0,4.8,5.0,5.0,5.0,5.0,,
8867,,,,,,,,,
8868,3.0,5.0,3.0,4.0,3.0,4.0,3.5,,
8869,4.78,4.84,4.91,4.92,4.86,4.59,4.8,100.0,100.0
8870,4.92,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
8871,,,,,,,,,
8872,2.0,2.0,2.0,4.0,5.0,3.0,2.0,,
8873,4.92,4.93,4.97,4.94,4.95,4.88,4.73,100.0,97.0
8874,4.98,4.97,4.98,4.99,4.98,4.71,4.89,100.0,100.0
8875,4.87,4.95,4.94,4.98,4.95,4.69,4.86,100.0,89.0
8876,4.9,4.95,5.0,4.95,4.95,4.95,4.85,100.0,100.0
8877,4.86,4.88,4.88,4.9,4.9,4.74,4.72,100.0,94.0
8878,4.86,4.92,4.87,4.96,4.97,4.96,4.84,100.0,97.0
8879,,,,,,,,,
8880,4.33,5.0,4.33,4.67,5.0,4.67,4.33,,
8881,4.68,4.82,4.82,4.87,4.92,4.92,4.68,100.0,71.0
8882,4.67,4.9,4.81,4.85,4.95,4.95,4.8,,
8883,,,,,,,,,
8884,4.75,4.75,4.88,4.95,4.88,4.93,4.53,100.0,71.0
8885,4.5,4.83,4.5,5.0,5.0,5.0,5.0,,
8886,,,,,,,,,
8887,4.98,4.98,5.0,4.99,5.0,4.97,4.93,100.0,99.0
8888,4.5,5.0,4.83,5.0,4.83,4.83,4.83,,
8889,,,,,,,,,
8890,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8891,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
8892,,,,,,,,,
8893,4.87,4.96,4.83,5.0,5.0,5.0,4.61,100.0,88.0
8894,4.95,4.94,4.69,5.0,4.99,4.98,4.84,90.0,49.0
8895,4.67,4.78,4.56,5.0,4.94,4.89,4.72,,
8896,,,,,,,,,
8897,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,
8898,4.88,4.88,4.75,4.57,4.88,4.86,4.86,,
8899,4.87,4.92,4.97,4.97,4.97,4.61,4.76,,100.0
8900,5.0,4.8,4.8,4.8,5.0,5.0,5.0,,
8901,4.6,4.8,4.4,5.0,5.0,4.8,4.2,25.0,0.0
8902,4.49,4.71,4.24,4.93,4.9,4.93,4.6,80.0,90.0
8903,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,
8904,,,,,,,,100.0,90.0
8905,,,,,,,,,
8906,4.57,4.86,4.43,4.86,4.86,5.0,4.57,,100.0
